File,|SIJ|,RIJ
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00030691892008,7.81396580071754
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,8.373208778e-05,13.63489396270606
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00014820102162,10.43065965138175
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,5.795434812e-05,9.80220042344435
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,1.796301729e-05,13.61274185577793
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,4.760756927e-05,12.35662547513116
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,7.7478498e-05,11.36654829084348
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,3.018363724e-05,11.26983937810972
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,7.220475898e-05,14.05352557493366
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00029585167351,9.68120532064919
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,3.54745786e-05,13.70594265038166
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00046866588097,7.75809507675165
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00055267915935,7.14238878878166
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,5.067849374e-05,14.72659619873625
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,3.02794434e-06,15.7797239671696
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,2.04089933e-05,13.60158556324101
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00021113142626,11.34289747684779
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00114336636299,6.67021280559485
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,6.926677452e-05,14.61101989243222
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.0004567115095,10.32388178414136
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,4.855680809e-05,14.0174647512537
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00158642498367,5.93343964939323
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00110451641026,6.70196235043915
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.01102003289124,7.51790397465907
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00935079266337,5.26844885253962
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.01309820788509,7.87375393803602
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00098551288138,9.06584354641888
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.01847980254957,5.50837640461737
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00351164161801,9.34191459443935
JSCH-10-unCP-OCNCCCNOHHHH-OCNCCCNOHHHH-Disp8-EFP.log,0.00021113082756,9.32213135718377
