HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,4.36E-06,15.41902584,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,1.06E-06,15.98431583,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,4.08E-06,16.60802894,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,6.64E-06,17.36413192,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,2.42E-06,18.33758869,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,8.91E-07,16.0607333,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,4.30E-07,16.4786286,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,2.22E-06,14.65875616,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,1.07E-06,15.99125262,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,1.06E-06,15.98432307,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,1.88E-07,17.47932526,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,1.93E-06,17.49690526,-0.104743238,-0.1028,,,,,
HBC1-FaNNFaNN-10.0-CHNHNHH-CHNHNHH-Disp8-EFP.log,1.14E-06,17.8325065,-0.104743238,-0.1028,,,,,
