S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.003355378,6.389515335,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.00336217,6.389054873,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.004391403,6.046965644,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.009369951,5.340630632,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.005080187,5.025139841,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.00505146,5.024630847,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.001437862,4.801863909,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.097241119,3.996068988,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.00429224,6.068100535,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.005104616,6.190393733,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.008001014,5.974661621,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.010611566,5.141167235,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.005103132,6.190899751,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.004291236,6.067434136,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.007991741,5.974526535,-7.587579165,-8.5686
S66-1-unCP-OHH-OHH-Disp8-EFP.log,0.010611108,5.141136108,-7.587579165,-8.5686
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.002826742,6.941121356,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.004555898,8.709020441,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.001187954,7.667528871,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.006217646,6.936885722,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.001061938,7.643166431,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.016346937,6.650943892,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.010471368,6.140229887,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.000718863,8.392144031,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.000865357,9.137632368,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.00133343,8.309664214,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.000226023,7.622694925,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.00092457,7.260372769,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.001168379,7.291318299,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.003717228,7.05990595,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.006495674,5.284052745,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.003210604,6.964666299,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.017761881,5.904084545,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.007114696,5.123676247,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.002400504,5.876446053,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.025998959,5.015927049,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.097562625,4.377204284,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.006686212,6.960733106,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.001924338,7.96270963,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.001867432,7.391132663,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.002107286,6.443875692,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.000185584,6.557630561,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.000858898,5.858473384,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.007190663,5.92528034,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.000929577,7.741817117,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.01077466,7.641556811,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.001192587,7.781175655,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.003359033,6.640643984,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.021771921,5.842676791,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.020107543,5.688311087,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.00253547,6.548598364,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.003245069,9.2245909,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.001828117,9.604961766,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.00057478,9.498410203,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.001053829,8.43847683,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.005458899,7.980655445,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.002421951,7.483162084,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.006411497,8.117430069,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.002509769,6.339643882,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.006701596,7.556095934,-4.90456121,-5.9704
S66-10-unCP-NHHCHHH-NHHCHHH-Disp8-EFP.log,0.003148441,7.150010485,-4.90456121,-5.9704
